Date,Value
2022-05-04,-1.050994759181943
2022-05-05,-1.6857941379149928
2022-05-06,-1.1178478624498223
2022-05-07,-1.102952479970306
2022-05-08,-1.9691796131821242
2022-05-09,-1.038389784669858
2022-05-10,-0.8073498430121402
2022-05-11,-0.34387822954847425
2022-05-12,0.09872143346967244
2022-05-13,0.023272248025232978
2022-05-14,-0.7682499756274392
2022-05-15,-1.1681003778959549
2022-05-16,-1.2360808238313057
2022-05-17,-2.7430821221638735
2022-05-18,-1.136427588846011
2022-05-19,-1.2834156000071437
2022-05-20,-1.7175699172051662
2022-05-21,-0.8914172453967708
2022-05-22,-2.747477575119155
2022-05-23,-1.9797144370027682
2022-05-24,1.2233932711202047
2022-05-25,-1.6747345585522742
2022-05-26,0.0016599219734870774
2022-05-27,-1.0903105503269164
2022-05-28,-0.6561964268267302
2022-05-29,-0.7173483122909812
2022-05-30,-0.7963590491115179
2022-05-31,0.4062556329987679
2022-06-01,-1.5358476277530348
2022-06-02,0.1790817032870627
2022-06-03,0.9048108924276727
2022-06-04,0.316017816970362
2022-06-05,0.7388642739249884
2022-06-06,2.227162683999851
2022-06-07,0.8204335339355452
2022-06-08,-0.23617867230874812
2022-06-09,1.6985952327046472
2022-06-10,0.31254019101497876
2022-06-11,1.6846604061646615
2022-06-12,0.4505223390680875
2022-06-13,0.49388681533696155
2022-06-14,2.8784198480296412
2022-06-15,1.005757082761549
2022-06-16,2.1693156843711243
2022-06-17,2.163465855857237
2022-06-18,1.413679769456792
2022-06-19,2.252017686565502
2022-06-20,2.9077729971547606
2022-06-21,2.46446257131688
2022-06-22,3.8574267135822833
2022-06-23,3.6042094887813514
2022-06-24,3.4430272659622405
2022-06-25,4.412461932248209
2022-06-26,3.5422677984931923
2022-06-27,5.75672954511814
2022-06-28,3.5475552609113543
2022-06-29,5.083747229421408
2022-06-30,3.8712346454919233
2022-07-01,4.561422501155409
2022-07-02,3.968334861515164
2022-07-03,5.644692975073623
2022-07-04,5.533863984349763
2022-07-05,5.6742570908661625
2022-07-06,5.435509123486857
2022-07-07,5.770692468707398
2022-07-08,5.890296050066179
2022-07-09,5.501261530783764
2022-07-10,6.172575168139971
2022-07-11,6.240858590223749
2022-07-12,4.932849121543635
2022-07-13,9.152071764685111
2022-07-14,6.3513411734652285
2022-07-15,7.738696988921045
2022-07-16,8.155409690477182
2022-07-17,7.933772529785038
2022-07-18,6.3459455264927564
2022-07-19,7.407929641502863
2022-07-20,10.435362559054662
2022-07-21,9.519625055346951
2022-07-22,8.038112136468895
2022-07-23,10.43127776149905
2022-07-24,9.311247533477928
2022-07-25,8.408297392309574
2022-07-26,9.207493125025634
2022-07-27,9.480439812364384
2022-07-28,7.950162419105419
2022-07-29,10.924397796542408
2022-07-30,10.78689992173318
2022-07-31,10.096341190252852
2022-08-01,9.188630963282678
2022-08-02,10.902804330112687
2022-08-03,10.195865585269445
2022-08-04,10.633634947898617
2022-08-05,10.850106205349968
2022-08-06,9.80970868101693
2022-08-07,12.895539374551944
2022-08-08,12.192597801875582
2022-08-09,11.058764009551503
2022-08-10,8.775043749546018
2022-08-11,10.927569606491668
2022-08-12,11.195355035917585
2022-08-13,11.641377329931027
2022-08-14,10.732406347241602
2022-08-15,12.389482920304301
2022-08-16,11.597626270416342
2022-08-17,12.455119784754713
2022-08-18,12.453444394789111
2022-08-19,12.48835165119678
2022-08-20,11.394133843535622
2022-08-21,11.327409252703003
2022-08-22,10.763004752473229
2022-08-23,12.648144134421486
2022-08-24,12.755981601515206
2022-08-25,12.692277396747414
2022-08-26,12.00977971717604
2022-08-27,10.874649195495689
2022-08-28,10.763044158228244
2022-08-29,11.288469510584108
2022-08-30,12.041005540219517
2022-08-31,12.664553600220977
2022-09-01,10.947362732373625
2022-09-02,10.215784642638607
2022-09-03,10.161712935965106
2022-09-04,11.587547547112102
2022-09-05,12.476823055037562
2022-09-06,10.705240742234697
2022-09-07,9.523743753025553
2022-09-08,10.649472500241696
2022-09-09,10.471434232734769
2022-09-10,7.80862772266315
2022-09-11,8.480488875049518
2022-09-12,9.5767536214049
2022-09-13,11.448033727911598
2022-09-14,8.634679765856063
2022-09-15,8.254594770827532
2022-09-16,8.709523191439724
2022-09-17,10.434576169441577
2022-09-18,8.680898754708107
2022-09-19,7.970596983446667
2022-09-20,10.019144178579008
2022-09-21,11.68267452923422
2022-09-22,10.155480746842239
2022-09-23,9.299064315475036
2022-09-24,8.837796113975498
2022-09-25,10.419171620481636
2022-09-26,8.026981505321437
2022-09-27,7.925686116475202
2022-09-28,8.866970867457022
2022-09-29,7.333895824181392
2022-09-30,7.582804896041598
2022-10-01,6.150926653402337
2022-10-02,9.222667240023602
2022-10-03,7.300234882479145
2022-10-04,6.832673966392927
2022-10-05,6.503551535622065
2022-10-06,4.2956235722626674
2022-10-07,7.310474293899235
2022-10-08,5.236797688734116
2022-10-09,6.057516302940518
2022-10-10,6.845001732634177
2022-10-11,7.1960929249800385
2022-10-12,6.121794045106468
2022-10-13,3.116308619033003
2022-10-14,4.54984328379636
2022-10-15,6.541517750726196
2022-10-16,5.97657025192494
2022-10-17,6.234696820351957
2022-10-18,4.679964200828437
2022-10-19,3.2055145137930734
2022-10-20,3.791283461712127
2022-10-21,5.245040835104741
2022-10-22,3.9986776115281
2022-10-23,4.985293392179245
2022-10-24,4.515823326187268
2022-10-25,4.33120854773278
2022-10-26,4.279947530390264
2022-10-27,5.161947627158308
2022-10-28,3.5508547892396236
2022-10-29,4.027359330463255
2022-10-30,5.568170489982711
2022-10-31,5.300297085098484
2022-11-01,4.074967667411623
2022-11-02,5.15779043266844
2022-11-03,4.714606339828818
2022-11-04,4.978985281561586
2022-11-05,2.7759950500720603
2022-11-06,3.892476390156478
2022-11-07,1.9783312907170962
2022-11-08,3.708138211782245
2022-11-09,1.9660217924806258
2022-11-10,3.7663560982612987
2022-11-11,4.280024200387292
2022-11-12,2.6319068096314213
2022-11-13,5.042598435554197
2022-11-14,3.428224521822994
2022-11-15,3.743236669527085
2022-11-16,2.5074751495986103
2022-11-17,4.010975990222168
2022-11-18,2.4162617719727026
2022-11-19,2.927783166918445
2022-11-20,4.801667645143862
2022-11-21,4.397316527080138
2022-11-22,4.262621268753578
2022-11-23,2.9689403137658283
2022-11-24,3.430839684813251
2022-11-25,4.373540611525379
2022-11-26,2.4340956619667784
2022-11-27,4.829869512199283
2022-11-28,4.675021226571093
2022-11-29,4.257653262693188
2022-11-30,4.580204006247605
2022-12-01,6.571547294144953
2022-12-02,4.590578286720761
2022-12-03,6.736831617327326
2022-12-04,5.118974991541582
2022-12-05,6.45504502148443
2022-12-06,4.900137669378859
2022-12-07,5.268809847188358
2022-12-08,6.484850161745342
2022-12-09,5.242538881207086
2022-12-10,4.839769055338483
2022-12-11,8.963254389395276
2022-12-12,6.5346126541558585
2022-12-13,7.077868892878228
2022-12-14,6.474713231202046
2022-12-15,8.006182904956292
2022-12-16,5.995229551789394
2022-12-17,6.61682312920736
2022-12-18,8.0910388458738
2022-12-19,6.8131514654174365
2022-12-20,6.431849615902012
2022-12-21,7.827226656936025
2022-12-22,7.020904223476372
2022-12-23,7.190269342887979
2022-12-24,9.702096501888986
2022-12-25,7.385845487310097
2022-12-26,9.75102029525239
2022-12-27,8.18819440643831
2022-12-28,11.674398802867405
2022-12-29,9.93671780672951
2022-12-30,9.092669190654139
2022-12-31,8.28169046937525
