Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Anomaly_Label
-1.0296704195342323,8.880160749153164,3.2752301623587208,2.2116348242645265,-5.094744792118918,0.0
-2.648934505226521,8.1074607980964,2.8846588618271474,2.5137808879026844,-7.542431162790554,0.0
-3.0570190472959715,8.312908522975865,3.6078731798957278,2.6389297379485344,-4.597724274637098,0.0
-1.2238123440384794,8.388705490510281,4.2414426768793225,3.2164819087859016,-7.002678782141169,0.0
-1.5453473043373886,9.987843575718445,6.025782157519201,2.981772633789568,-8.511845270579789,0.0
-2.7496227577031043,9.376521167753307,4.351814946357933,3.147115341642125,-6.729410776897772,0.0
14.429798454763826,-4.664217165762452,8.41547828318253,-2.964812996270995,-4.626461623258734,1.0
-2.609095202319234,10.099327946171382,5.873121818713854,3.1714701232086737,-7.431503242337067,0.0
-1.129358923312693,8.549069261580241,4.351083533528615,0.9038828285219067,-8.666572922491119,0.0
-14.39042620679835,12.94380111798693,5.222663580874315,12.474868744359739,-9.816259844801507,1.0
-4.493194306199705,8.968784272818034,3.855203448657601,2.684214988338095,-5.8886690041156085,0.0
-1.5079546149594918,9.808085587708186,5.445706046652875,2.017195641502542,-6.538400558458786,0.0
-2.649240474994988,9.902885008529196,5.374327869715756,0.9343678559381761,-6.376726786237134,0.0
-4.021194936161101,8.789754490430264,4.02964352911647,1.8668487601279136,-5.469165364793286,0.0
-3.8923104742079815,8.449406081473567,5.481974804126537,3.8275453108375457,-8.102559945797164,0.0
-1.7560034289959767,8.9584999012913,6.099984742475904,1.23615380815547,-5.440864078727908,0.0
-2.2973189444009274,8.118730034651987,5.635887495616771,2.261823614748216,-6.804850923229301,0.0
-3.5930174598640043,8.35489307818013,3.9095343565069824,1.8108207830379466,-5.187246312689276,0.0
-3.160884541743953,8.884696517524276,4.082506507716096,2.2349001221346154,-8.202031671854096,0.0
-3.0852480838133576,9.950166201075893,5.9188652518887555,1.8754889874795149,-6.958126596648209,0.0
-2.069631848386811,8.966077742555761,4.657796574450018,0.8903356213576867,-5.412245180615778,0.0
-3.2420984315445276,8.100861001881018,4.622132143809708,1.174630169381971,-6.658059663543031,0.0
-1.6467953342938548,9.033492096202012,3.250249165372556,1.589954846982116,-6.337889543535081,0.0
-2.4888285681064595,9.829555229699894,3.6955192456827035,0.6181969132272884,-4.28650617345511,0.0
-1.7114613084741155,7.875144399608439,4.907621501931363,4.756947107429783,-8.490632801106491,0.0
-0.6939875670152111,7.288681245818857,6.825250569513049,2.117863897133817,-5.918141540442101,0.0
-1.217311721188174,11.89749742453601,4.710737741048417,2.072171311530053,-6.9717440290749195,0.0
-0.70734959741686,9.891898942726312,3.8447860215897487,1.2194153433733685,-6.8247639039951284,0.0
-2.873109186880229,7.100953878049392,5.259777309994333,3.973277375826066,-7.6623842000306475,0.0
-1.3316528982831641,8.801707500209753,4.119015171077245,0.39241886663129044,-6.940729104902636,0.0
-2.075404218033741,7.50648968360913,6.146112071624989,2.3130746136064526,-6.114196461916174,0.0
-3.4337574512569176,9.286638615790284,5.07276533086855,0.937571709160806,-7.401522928759511,0.0
-10.857556771873504,2.011213040509112,-0.7277814891704857,-2.997052743772402,10.705504650755266,1.0
-3.1020470982603343,9.420989812146612,5.3016573158073905,2.4898652180670178,-8.167156365210479,0.0
-2.264749664555297,8.916905122284854,5.325003174643407,2.857294004972132,-7.237594079904668,0.0
-2.658331454115658,7.120292535356105,8.183943847187882,1.2825611424574088,-5.9108820823600245,0.0
-2.6605021922764442,8.290253027212534,3.894497252067241,1.9960986560432976,-6.297321142648405,0.0
-3.094404954491754,10.733321961834218,6.517326872187564,1.204668730640988,-7.551270979287223,0.0
-3.4991308996288915,8.52775485730578,5.673177836282522,1.7245140003754575,-7.3856374803548395,0.0
-1.911284115653812,9.234317132267714,4.965439243337425,0.8364820674945777,-7.4033018792067855,0.0
-2.3913035502894076,8.734057946099565,4.081160582374115,1.8483137768332263,-6.1280937699979425,0.0
-1.7503683547769238,8.833364100538452,5.599918017123527,1.5936307865188057,-6.880776755955936,0.0
-1.794878687179097,8.842338193287045,4.47021067744688,1.1668069868044306,-8.225210591256236,0.0
-1.5373749328800148,8.983327877561749,4.30416376334153,3.3192138914054494,-4.724387652718197,0.0
-2.7282294374052283,10.20793099377155,4.084570780842054,2.132817453348635,-6.3082188034324895,0.0
-0.7365059621528347,9.115319616181118,5.109457733126494,1.8540835404446725,-6.785893887977417,0.0
-3.0368828174697096,9.271243566382266,4.757460516889988,3.7076027757281187,-7.854868116251543,0.0
-3.251972467581459,8.965081212024954,5.128962714378844,2.124041555216202,-6.499320348749726,0.0
-2.673826720580938,8.298892556959148,4.8570552088129935,1.635667617783267,-6.3174376604660285,0.0
-4.994861424623821,7.974782759594392,3.8012513575648903,1.4330390914327573,-7.601766407780133,0.0
-2.0970884620324637,9.571590421978808,4.505733659961644,2.3766386020486494,-7.428987046086712,0.0
-2.3642896537218463,9.295249449363421,6.49780759628635,2.943974536477935,-6.795520703262779,0.0
-1.6832205666157432,7.692329806267994,4.038956903307786,3.395908151494052,-5.838567386207963,0.0
-1.1077686207866755,7.872614306458932,4.263178406324536,1.766854880321403,-6.274403490133015,0.0
-3.1118893100431477,8.633490274362686,5.384324309461242,2.7347525360681098,-6.457003473584097,0.0
-2.08775044032256,8.694613020738855,4.358275032794278,2.676411412763144,-5.868685083098288,0.0
-1.1456410787770213,8.057287642858057,4.832700386590034,-0.22030542144426235,-7.231016659066062,0.0
-2.843892591561016,9.847510656343285,3.9742732583189793,2.661668149519854,-7.1232266989043325,0.0
-2.366097415409651,8.015993069877252,4.909546625215381,1.8428084029613834,-6.1009998265091125,0.0
-0.5919872340114503,9.288290030641079,5.369710949068743,1.2113654352056018,-7.0655278863269375,0.0
-2.115431380748709,10.746771135893948,3.9445013707443386,2.8886232050180967,-5.106643339054248,0.0
-2.969199687164556,9.79983244809635,5.223225785969622,1.6460326373024594,-4.33752084248139,0.0
-2.670953009450271,8.480637324355834,4.634350973907975,1.7437192301087754,-6.490278277895147,0.0
-2.8829597730205183,9.238424229737356,4.602408946813071,2.237942466931123,-8.687744511571344,0.0
-3.95725399509344,8.17154353818338,5.279666168023638,1.2479007059796605,-6.6391559418210635,0.0
-2.5246684678197955,8.033623215968287,6.09462837159869,3.8539308301433803,-6.332737487699585,0.0
-2.7278057555368713,9.485870182827341,5.602496890245316,1.4092402041584435,-7.223022665875565,0.0
-3.24347359434217,8.361255552740268,3.974078966126331,3.0383528640643718,-6.7193968265378645,0.0
-3.0273421437671297,9.355158875410112,1.8278145629635079,2.808442091849379,-5.983925891300037,0.0
-2.854652370670681,7.9674076254218225,5.26808684802444,2.2315713994753654,-6.882558409657559,0.0
-2.6123144357079564,9.550885561625666,4.816355478707592,3.280892390916919,-7.560871139645393,0.0
-1.4793150839224192,7.95049651209629,3.8500313971788467,2.2085579444887444,-8.205420962505517,0.0
0.204422154476247,8.523762475666748,7.62620821180453,3.682133735970625,-6.360557651779049,0.0
-3.188638545984463,9.437628076806897,6.720644740267291,0.22883896466247444,-6.29738271358751,0.0
-3.4656462122879255,8.624820202800619,5.234082567714146,1.315469966762635,-7.23461759161145,0.0
-1.6666845148165539,8.32147152014823,4.204736626825882,1.9826938418743398,-7.0266041731984075,0.0
-2.3526061176662925,10.98927295173924,5.172856202126575,3.2951616871434686,-6.679482158110789,0.0
-2.996664448511735,8.647244732115865,4.265834711833438,2.5722614510556863,-7.581820686041876,0.0
-1.072027767748638,8.961307853268792,5.5745489943286355,2.137114628498758,-5.463880583491157,0.0
-9.900313193181152,7.042394269766266,-11.955390401527492,-4.514167542984506,12.86131634861566,1.0
-4.4884959260895805,8.866092586815807,4.272176510010314,1.5130187222643234,-6.565176368860613,0.0
-1.4726820395483156,8.450603465866676,5.055151415341375,0.8019535105634623,-4.605686152474069,0.0
-3.9071999182900705,7.884180574141639,3.4648811869347655,1.4451056716727693,-7.726922732215038,0.0
-3.8354004124164405,7.983978477624976,4.844497061818562,2.6328921533285023,-8.944018155180114,0.0
-2.3818125232257525,7.702527583723004,4.6387982789731055,1.3691373934953275,-6.844698057396491,0.0
-1.148521586945045,9.040839481997791,4.662736346073225,2.7106825775635834,-6.829255294478274,0.0
-2.927230317737889,8.14186897557894,3.2955595386215135,1.7199484073241387,-8.07822734311421,0.0
-1.461845880599699,9.028267944167647,3.3778298130117665,2.4642357273860886,-5.890972711784752,0.0
-2.7666062302377115,8.959949648449617,4.029011058020966,2.4790428661436494,-6.754920288120805,0.0
-3.1328080136583916,9.011433857525173,4.271305926921463,3.517046844996734,-5.946446418789059,0.0
-3.284613159359311,9.519036816769653,4.412157833150015,1.1897199430403371,-4.9505357899327,0.0
-3.8667545695081653,10.708270761975866,5.527175258765643,1.3669471353550962,-7.041100008169605,0.0
-1.8373213065601517,7.480785517386345,4.046288476837537,3.2237269304511313,-6.5856022315403555,0.0
-2.0190004812064646,9.014847983667531,3.5481294070037652,2.839490048764495,-7.03612358172296,0.0
-2.95418094442661,9.289796690546575,3.841333520621919,3.7851498080756034,-6.521701462459501,0.0
-3.472958221428267,11.591340457768354,4.814367035715837,2.8074324418302687,-6.3577788191253894,0.0
-0.9459994697957137,9.383171629748503,7.227161406651312,1.883621568430382,-6.586061057256707,0.0
-2.6909768558328575,8.592823830836124,5.352458282838163,1.7954538176705865,-8.07671287270157,0.0
-3.054750225789637,9.461449541284042,5.822395753898414,2.031233513965167,-5.631914899291451,0.0
-2.5902594849373237,6.948584030368201,4.492830771530055,2.237531611898915,-7.64187496891182,0.0
-3.944399499204156,9.641492025363139,5.176133983294183,2.7328658083803488,-8.076846921878852,0.0
13.070902871250297,1.4424505737040008,-2.1168671434316426,12.649032752046143,8.740563874871928,1.0
-3.736326759962771,9.416926085190326,2.868148871112456,2.3155832647090553,-8.011906320696166,0.0
-3.2809088432332905,8.513900038077887,5.078380605793839,2.0519474118070655,-5.825706279744816,0.0
-0.7708004290033392,9.83520900730803,3.7283688675512296,2.31568865508124,-6.582878710173112,0.0
-1.7321478281491423,10.059857296544639,4.29773712362272,1.047123064729254,-7.392592508786892,0.0
-2.6773125186780438,8.640886859821752,3.466308629215976,2.769076188788206,-5.83109625264367,0.0
-3.5287038254369376,9.948713911429628,4.398129197334654,2.753239981331796,-7.509845744348877,0.0
-1.6590110692043742,9.635540582153514,5.614141099314553,0.7236137812012517,-5.930478029476426,0.0
-3.8774468680337657,9.502001554397003,5.077534465136352,1.6725256442047667,-8.779588109318212,0.0
-4.292293087691441,10.38570513010252,5.852329787171586,1.9717170851628756,-8.094538835935017,0.0
-1.9407566167965957,9.613880241479816,4.1327557761715115,1.7368149468517362,-8.067539999793334,0.0
-3.135989872612808,9.239344013456261,4.7010414040790165,1.1941172796340416,-7.224442321818565,0.0
-1.1496009975690957,7.570743290700767,5.362589335213492,2.6201596288280316,-7.294697799439013,0.0
-1.6443483997538362,9.164092435139407,5.188706697629157,3.2456662278485116,-6.444690136973193,0.0
-1.468848002379512,9.826629523918756,4.59739567735927,0.5299914148071607,-8.077729509945694,0.0
-3.510553200657898,11.07343432095083,4.23355460825909,0.45069203173028805,-7.035033600457114,0.0
-2.8033053939766996,10.322095457556376,3.205760438675224,2.422427440019605,-6.332447710197635,0.0
-3.9312041479602833,10.119346858001231,3.8224779393207515,1.3636018551047493,-7.892943026748996,0.0
-1.0941895587668888,8.390410256340086,5.473181889568399,1.7365177785774193,-7.436111961290048,0.0
-2.4256108804234433,8.706232455127635,5.838247846634962,2.954317510101032,-8.34776531776753,0.0
-2.7526804448344824,8.382874491444191,4.881433704704497,1.872452429884755,-6.236277011581519,0.0
-1.7686522571783136,9.143748063323521,2.654215480424542,2.9131505020335524,-7.269169985734424,0.0
-1.7338371208321648,7.421519634220823,3.7224868509648212,2.10902753349362,-6.39846078285265,0.0
-3.1798738594578486,7.769563331279556,4.533670144509102,2.193776606899614,-7.0483182261333965,0.0
-3.4746249659225583,9.989904970540893,5.500658666673808,1.9963322695808674,-5.620879533729585,0.0
-2.2781265485708295,10.000977348192823,5.552628616141948,1.1421218356296334,-5.5241316582762625,0.0
-3.409514531170834,8.949087243848497,4.658158921986923,0.6039425704701544,-7.31918154623703,0.0
-2.654542937540489,8.536252115566572,4.812848644183928,2.7097896168413023,-5.550885761052021,0.0
-2.387618622513368,10.676841209312343,4.398918253372183,3.1910968259152472,-6.399630196816233,0.0
-1.4864370664115254,9.317181390741252,4.908584289174975,1.4582373209595278,-6.886165734820132,0.0
-3.26948857061673,10.946745625647875,5.083402574690516,0.2710409774023439,-6.3288394560345065,0.0
-0.17245116902775326,8.260094009403177,4.079687655553795,2.0264976497901706,-6.900891243163417,0.0
-0.6047641148780094,8.408893204270782,5.77829435688381,2.001182599299621,-7.092056121061737,0.0
-1.0603758052654964,9.530572025605696,6.214370136693296,3.434541671448345,-5.700931206432007,0.0
-2.1077334811857553,7.561787731110624,5.161570095809084,-0.7025149650955047,-6.387387726686415,0.0
-2.6585525440832405,10.179409711605867,4.291702908455721,1.461219319807745,-7.201159949095539,0.0
-4.2251366956049825,9.314439869725298,5.314612391536875,3.471564641359582,-6.019226234395717,0.0
-4.552691125537871,10.189443954492463,4.231005467824011,4.169259243237548,-7.914396969204836,0.0
-4.131538263881241,7.580422475583182,3.9506462640927693,2.240657092674575,-6.320427587710395,0.0
-3.1583438078116575,8.616080204479099,3.570099793118951,0.43275861999038434,-5.407489362986151,0.0
-4.162116320891634,10.217398774629126,3.785205891256685,2.3082068092031998,-6.871662908503939,0.0
-2.4363560184170834,7.256070124993779,4.232173399997878,1.8625506053919167,-5.115092067073109,0.0
-2.126998411132628,10.275431650415726,4.619022724666958,2.4161504321408955,-6.161448395972589,0.0
-1.5931873032616601,8.292017244544434,4.327891827580097,0.9168416846349905,-7.938130912147082,0.0
-2.0613358753009563,9.385380179512243,4.687840282209648,2.3050135471992474,-7.3034036025993005,0.0
-2.0875131547883057,8.579063895397693,5.390465690063878,2.1691447178053345,-6.562647773377863,0.0
-1.460832737417327,9.369333799653415,6.319380678777293,1.6726731183155914,-7.369594143623806,0.0
-1.9372618534516817,7.792501116733648,4.267796628491225,1.5605568414039015,-6.663255704972105,0.0
-2.3783793497976453,9.215471497595761,4.622561353949591,2.3290212930916785,-7.0358615850043105,0.0
-3.5393398882755793,7.93606795808202,5.016969056654881,1.6180531184976237,-8.179264861013685,0.0
-1.2618705678210258,9.980208136157911,4.721933707380899,1.4857746600195842,-6.475806632471965,0.0
-1.8924365298797698,8.377780765548792,4.696805257098878,1.2959794462874377,-6.464076449677039,0.0
-2.9970752237351284,9.839738278979482,4.927072114100896,2.4106443483623456,-7.325959988303369,0.0
-3.16640933126384,8.248540809492065,4.545460574092054,1.8376434149618612,-6.107312606710564,0.0
-1.6713272053849608,10.303166130250167,3.529291477538058,3.33869266434692,-6.9362392784157265,0.0
-3.809688026952969,10.199513822284228,6.2539933523223805,2.9677921032157277,-7.643475853885229,0.0
13.14598030192651,-12.461750467185464,-0.18684098204684751,-2.1645101237756457,5.15289628389721,1.0
-3.579174577676642,8.906889276749501,4.500133421760605,2.728532299809204,-6.1389790323488365,0.0
-2.4151548320583913,9.582338284510302,4.722395008978363,3.6164359238503883,-6.1276276625689245,0.0
-6.782402944934361,3.000290610111069,-10.321263757435181,-9.442207424822337,-3.9111668695551263,1.0
-2.114823777660303,6.731275755773452,4.720794061755222,1.8049643933086172,-5.609813257341523,0.0
-3.0235388836233628,8.65566617883527,5.438095789798761,3.0465497990793624,-7.345505035931018,0.0
-2.934038605816173,7.993618398296523,3.8920957965094,0.8894032471032434,-8.735611938814426,0.0
-2.8481656738760863,8.141848029596645,3.3304565366267775,2.391884242816526,-8.266506661678298,0.0
-2.460948724414145,2.106130058324979,-12.921487822610022,12.405874232422025,2.700965345409074,1.0
-3.410491441717418,8.905657464109465,4.584393877930427,2.232558992940426,-6.5772789008196275,0.0
-0.652561566417714,8.92129884517407,4.226263330698533,1.6265171100290268,-5.505979619450341,0.0
-4.277163228864768,8.62833676830171,4.6616938867841045,0.10518466222024037,-6.909436403417698,0.0
-1.1798336318383413,10.48982508236693,3.50995115480803,2.2947399165934104,-7.885997454165276,0.0
-1.2758056906433692,11.257530091428675,3.5498483407544557,1.7894757175641391,-6.542617390252279,0.0
-5.007691210924201,6.6378532718604575,4.301187496306226,1.7754006392351176,-6.6905159745473295,0.0
-1.7580667752468995,9.638357543317797,3.495617404836393,2.0304600383937483,-5.805379957206609,0.0
-2.324989180401608,8.124629644652181,5.785066893209666,3.1359550757596026,-6.875894781859897,0.0
-1.211967269540962,8.222018142234608,4.154430702247925,1.967233257471927,-8.217680091686189,0.0
-1.8040978861480133,8.22187097649844,3.788992536200311,2.8024617952826136,-8.511497774284251,0.0
-4.239703731671841,9.767980027752332,4.769372489124196,0.9177834625989982,-5.080562957127617,0.0
-3.704306183312956,9.70652101366658,4.418126818220692,0.3252827900838877,-7.425286184362703,0.0
-2.5947594647866086,8.934644149992536,4.870045039807494,2.7985838021894685,-4.914886189501997,0.0
-1.143523938575614,7.829722441099261,5.010223325677419,1.292278110720848,-8.597440923235926,0.0
-2.702440065511714,9.301114373200198,4.72482691459473,0.5911761327659779,-7.180479940113811,0.0
-2.575585240642722,8.681648809847362,5.13142095710541,1.4351324408033097,-6.8127114669139015,0.0
-3.3535288681334166,9.065788848171643,4.195437496892504,2.3552203614940623,-6.0572931215787795,0.0
-2.685755676269016,8.584693003440016,5.571656101753229,2.4360122630105026,-7.555694424520891,0.0
-1.602481939201867,8.203017394717325,4.5669678684039425,3.3491761703045864,-7.881979301081772,0.0
-2.3669724223563673,10.667281797046972,5.46858382383511,2.910196415349576,-7.143831821484439,0.0
-2.403448143608397,7.487066205726947,3.2222549020433293,2.573028983776377,-7.02571401268295,0.0
-1.8451113942825281,7.546514787543065,2.759967130856101,3.3566598483782544,-6.6348992729912535,0.0
-1.4363461324317583,8.72076366431691,5.023431239935226,1.083677943452285,-7.3243172183041425,0.0
-1.2153129816190715,10.447500978645596,4.544199340471709,0.988132548278958,-8.98049073120749,0.0
-3.2814101983913084,10.442980744671528,5.4202376854242,2.0109179431395354,-7.4417769202505735,0.0
-2.869303575690937,8.12306762809157,4.578038752267418,2.825765487235835,-4.7590590707207685,0.0
-1.2367969956036928,10.062692760433293,5.674639643332792,3.129141674056603,-8.415708866717177,0.0
-3.2500300310204526,8.999997096808352,3.048474188731813,2.5378707464768877,-7.514232226444626,0.0
